nom_bassin_versant,latitude_centroide,longitude_centroide,quantile_prelevement_national,score_secheresse,classe_secheresse,classe_prelevement,classe_bivariee,volume_moyen_preleve_m3_an,nb_communes,rang_secheresse_national
La Menaude,45.3726,1.8268,24.04,0.0,faible/nulle,faible,0-0,35880.4,2,0.0
La Mortagne du Saint-Florent à l'Arentèle.,48.3173,6.7212,34.3,0.0,faible/nulle,modere,0-1,111094.2,2,0.0
La Seine du confluent du ru de Villenauxe (exclu) du ruisseau des Méances (exclu),48.4003,3.2626,69.04,0.0,faible/nulle,fort,0-2,1136628.0,5,0.0
Le Garagnon,43.2548,1.1274,76.46,0.0,faible/nulle,fort,0-2,1921531.8,1,0.0
La Zembs du Hanfgraben à l'Ill (via le canal d'alimentation de l'Ill).,48.385,7.6729,64.97,6.61,forte,modere,2-1,859574.4,2,93.9
La Seine du confluent du Melda (exclu) au confluent de la rivière de Beauregard (exclu),48.4297,3.8774,62.14,0.0,faible/nulle,modere,0-1,712858.8,4,0.0
La Marne du confluent du Rognon (exclu) au confluent du Rongeant (exclu),48.4032,5.1372,96.75,0.0,faible/nulle,fort,0-2,292536214.0,8,0.0
L'Eure du confluent du ruisseau d'Houdouenne (exclu) au confluent du Coinon (inclus),48.4531,1.4372,70.58,5.17,moderee,fort,1-2,1256071.8,12,91.9
L'Eure du confluent du Coinon (exclu) au confluent de la Voise (exclu),48.4795,1.5689,84.34,0.0,faible/nulle,fort,0-2,4279776.4,14,0.0
La Gimelle (Montane) du confluent de la Ribane au confluent du Rouget (inclus),45.3335,1.9392,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
L'Onzaines.,48.3124,6.496,27.4,0.0,faible/nulle,faible,0-0,54870.0,4,0.0
La Seine du confluent de la Voulzie (exclu) au confluent de l'Auxence (exclu),48.3974,3.1394,62.22,0.0,faible/nulle,modere,0-1,718837.2,4,0.0
L'Essonne du confluent de la Velvette (exclu) au confluent du ruisseau d'Huison (exclu),48.4102,2.3782,72.06,0.0,faible/nulle,fort,0-2,1382069.8,7,0.0
Le Louts du confluent du [toponyme inconnu] (inclus) au confluent de l'Adour,43.7347,-0.8649,64.92,0.0,faible/nulle,modere,0-1,854157.6,5,0.0
La Seine du confluent de la Vienne (exclu) au confluent de la Barse (exclu),48.3093,4.0773,60.56,0.0,faible/nulle,modere,0-1,635776.6,1,0.0
L'Eure du confluent du Livier (exclu) au confluent du rau du Coinon (inclus),48.4602,1.131,77.73,5.09,moderee,fort,1-2,2151116.8,14,91.7
LE COUESNON DE LA MINETTE (NC) A LA TAMOUT (NC),48.3772,-1.5066,8.13,0.0,faible/nulle,faible,0-0,0.0,5,0.0
LA CORBIONNE & SES AFFLUENTS,48.4562,0.8674,45.9,0.0,faible/nulle,modere,0-1,253831.6,5,0.0
L'AULNE DE L'ELEZ (NC) A L'HYERE (NC),48.2537,-3.6964,27.82,0.0,faible/nulle,faible,0-0,58301.4,1,0.0
L'HUISNE DE LA JAMBEE A LA CORBIONNE (NC),48.4245,0.7924,34.97,0.0,faible/nulle,modere,0-1,118045.6,2,0.0
L'Ognon de sa source au confluent de l'Ornain (exclu),48.4103,5.4259,24.82,0.0,faible/nulle,faible,0-0,40673.4,9,0.0
Le Tarn du confluent du Bourg au confluent du Lumansonesque,44.1778,3.1269,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
La Voire du confluent de la Brévonne (exclu) au confluent de l'Aube (exclu),48.4229,4.5088,77.36,0.01,faible/nulle,fort,0-2,2056246.6,11,80.1
Le Puy Roudeaux du confluent du Marsaguet au confluent de l'Auvézère,45.4871,1.268,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
Le Longsols de sa source au confluent de l'Auzon (exclu),48.4083,4.2627,60.35,0.0,faible/nulle,modere,0-1,623913.0,8,0.0
La Meuse du ruisseau des Noues au Flambart.,48.101,5.5346,18.32,0.0,faible/nulle,faible,0-0,7360.2,1,0.0
L'Ornain de sa source au confluent de l'Ognon (exclu),48.4005,5.5171,24.45,0.0,faible/nulle,faible,0-0,38383.2,6,0.0
Le ru de Noé de sa source au confluent de l'Ource (exclu),48.0873,4.5435,19.66,0.0,faible/nulle,faible,0-0,13785.4,1,0.0
La Barbuise de sa source au confluent de l'Aube (exclu),48.4413,4.1303,79.54,9.49,forte,fort,2-2,2502984.2,14,96.7
L'Ardusson de sa source au confluent de la Seine (exclu),48.4306,3.6488,70.85,0.01,faible/nulle,fort,0-2,1282046.2,12,80.1
Le Rhône du Doux à l'Isère,45.0596,4.8441,87.19,0.0,faible/nulle,fort,0-2,6558914.6,7,0.0
La Voise de sa source au confluent du ruisseau la Rémarde (exclu),48.4287,1.7551,87.57,7.64,forte,fort,2-2,7097863.8,23,95.2
La Voire de sa source au confluent du Ceffondet (exclu),48.4044,4.8575,36.81,0.0,faible/nulle,modere,0-1,138993.6,6,0.0
La Tessonne,43.8831,1.0844,41.48,0.0,faible/nulle,modere,0-1,190807.8,3,0.0
La Laines de sa source au confluent de la Voire (exclu),48.3822,4.7051,48.0,0.0,faible/nulle,modere,0-1,295124.8,6,0.0
Le Mouzon du Petit Mouzon à l'Arlembouchet (inclus).,48.0918,5.7349,19.34,0.0,faible/nulle,faible,0-0,12403.6,3,0.0
La Brévonne de sa source au confluent de la Voire (exclu),48.368,4.6284,48.33,0.0,faible/nulle,modere,0-1,300658.6,12,0.0
L'Ill de la Lauch canalisée (= Mühlbach de Colmar Langgraben et réseau de Colmar) à la Fecht.,48.1238,7.3932,88.45,0.0,faible/nulle,fort,0-2,8337969.2,1,0.0
Le Melda du diffluent de la Vieille Seine au confluent de la Seine (exclu),48.3828,4.0657,46.99,0.0,faible/nulle,modere,0-1,272768.0,6,0.0
Le Strengbach.,48.2018,7.2831,52.3,0.0,faible/nulle,modere,0-1,391300.4,2,0.0
La Seine du confluent de la Barse (exclu) au confluent du Melda (exclu),48.3453,3.9687,97.24,0.0,faible/nulle,fort,0-2,377761756.8,7,0.0
Le Durgeon de sa source au Bâtard,47.7027,6.2636,76.2,0.0,faible/nulle,fort,0-2,1867398.2,11,0.0
L'Orvin de sa source au confluent du Sainte Elisabeth (exclu),48.35,3.6219,62.59,0.0,faible/nulle,modere,0-1,731402.4,10,0.0
La Bresse de sa source au confluent de l'Aube (exclu),48.2595,4.7559,97.27,0.0,faible/nulle,fort,0-2,379501971.0,6,0.0
L'Orvin du confluent du Sainte Elisabeth (inclus) au confluent de la Seine (exclu),48.4037,3.4946,61.72,1.84,faible/nulle,modere,0-1,695947.2,8,84.7
La Seine du confluent de l'Yonne (exclu) au confluent du Loing (exclu),48.3876,2.8969,99.52,0.0,faible/nulle,fort,0-2,5840886152.6,6,0.0
La Challouette de sa source au confluent de la Juine (exclu),48.4032,2.0255,85.8,0.53,faible/nulle,fort,0-2,5152799.0,15,80.8
L'Eure du confluent du rau du Coinon (exclu) au confluent du ruisseau d'Houdouenne (inclus),48.3934,1.3716,81.27,0.0,faible/nulle,fort,0-2,3054019.2,18,0.0
L'Aube du confluent de la Bresse (exclu) au confluent du Landion (exclu),48.2688,4.6726,25.42,0.0,faible/nulle,faible,0-0,43798.4,3,0.0
Le Rognon du confluent de la Joux (exclu) au confluent de la Marne (exclu),48.3259,5.2316,97.9,0.0,faible/nulle,fort,0-2,551831028.8,6,0.0
LE COUESNON DU GENERAL (NC) A LA MINETTE (NC),48.3134,-1.4191,8.13,0.0,faible/nulle,faible,0-0,0.0,3,0.0
Le Rognon du confluent de la Sueurre (exclu) au confluent de la Joux (exclu),48.2626,5.2517,22.48,0.0,faible/nulle,faible,0-0,27540.8,3,0.0
La Moselotte de la Cleurie à la Moselle.,48.0091,6.6571,31.41,0.0,faible/nulle,faible,0-0,85755.4,2,0.0
Le ruisseau d'Huison de sa source au confluent de l'Essonne (exclu),48.3789,2.2774,80.29,5.19,moderee,fort,1-2,2718744.6,14,91.9
La Barse du confluent de la Boderonne (exclu) au confluent de la Civanne (exclu),48.2684,4.2899,99.42,0.0,faible/nulle,fort,0-2,3687818154.4,5,0.0
L'Ill de la Fecht au Horgiessen.,48.2188,7.4414,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
L'Auzon de sa source au confluent du Longsols (exclu),48.3533,4.3592,31.8,0.0,faible/nulle,faible,0-0,88720.0,6,0.0
Le Luy du confluent du Cazeaux au confluent du Grand Arrigan,43.6633,-0.9262,71.61,1.57,faible/nulle,fort,0-2,1345692.4,5,83.7
LE LOIR DE SA SOURCE A LA THIRONNE (NC),48.3495,1.1695,66.91,0.0,faible/nulle,fort,0-2,973736.8,10,0.0
LA CLOCHE & SES AFFLUENTS,48.3562,0.9466,65.92,5.33,moderee,modere,1-1,913413.2,6,92.1
LE GENERAL & SES AFFLUENTS,48.2669,-1.2833,45.47,0.0,faible/nulle,modere,0-1,247236.2,4,0.0
Le Ceffondet de sa source au confluent de la Voire (exclu),48.3517,4.8066,19.7,0.0,faible/nulle,faible,0-0,13953.4,9,0.0
Le Bouyic,43.7431,-1.2813,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
La Marne du confluent du ruisseau d'Oudincourt (exclu) au confluent du Rognon (exclu),48.2927,5.1216,92.39,0.0,faible/nulle,fort,0-2,30597195.2,8,0.0
La Corrèze du confluent du Pian (inclus) au confluent du Maumont Blanc,45.139,1.5306,20.91,0.0,faible/nulle,faible,0-0,20006.2,2,0.0
L'Yonne du confluent de l'Oreuse (exclu) au confluent de la Seine (exclu),48.33,3.1774,99.5,7.57,forte,fort,2-2,5059683638.0,19,95.2
La Vère du confluent du Bonnefon (inclus) au confluent de la Vervère,43.9929,1.9154,39.52,10.89,forte,modere,2-1,168635.2,6,97.6
L'Ecole de sa source au confluent de la Seine (exclu),48.3992,2.52,82.47,8.77,forte,fort,2-2,3420951.2,29,96.3
La Meurthe de la Petite Meurthe à la Fave.,48.2143,6.9628,64.31,0.0,faible/nulle,modere,0-1,823661.8,6,0.0
La Vézère du confluent du Galingard (Alembre) au confluent de la Soudaine,45.5301,1.7823,8.13,7.45,forte,faible,2-0,0.0,0,95.1
L'Avière du ruisseau des Roseaux au Corbé (inclus).,48.2104,6.3603,31.33,4.44,moderee,faible,1-0,85060.6,5,90.7
Le canal du centre,45.3658,-0.6301,52.21,0.0,faible/nulle,modere,0-1,388962.8,6,0.0
Le Loing du confluent de l'Aveyron (exclu) au confluent de l'Ouanne (exclu),47.9006,2.8282,68.15,0.0,faible/nulle,fort,0-2,1073600.6,2,0.0
L'Yonne du confluent de la Vanne (exclu) au confluent de l'Oreuse (inclus),48.2564,3.3043,90.56,0.0,faible/nulle,fort,0-2,14907838.8,20,0.0
La Barse du confluent du ruisseau de l'Etang de Fort en Paille (inclus) au confluent de la Boderonne (exclu),48.2406,4.3783,8.13,0.0,faible/nulle,faible,0-0,0.0,5,0.0
La Barse du confluent de la Civanne (exclu) au confluent de la Seine (exclu),48.2999,4.1666,75.12,0.0,faible/nulle,fort,0-2,1709896.6,11,0.0
Le Blaiseron de sa source au confluent de la Blaise (exclu),48.3235,5.0201,38.02,0.0,faible/nulle,modere,0-1,152123.4,13,0.0
L'Hozain du confluent de la Mogne (exclu) au confluent de la Seine (exclu),48.2348,4.1167,84.57,0.0,faible/nulle,fort,0-2,4378538.0,2,0.0
L'ILLE DE SA SOURCE A L'ILLET (NC),48.2957,-1.673,51.07,0.0,faible/nulle,modere,0-1,366784.8,12,0.0
La Fecht du Strengbach à l'Ill.,48.1628,7.3778,70.82,0.0,faible/nulle,fort,0-2,1280712.4,2,0.0
La Barse de sa source au confluent du ruisseau de l'Etang de Fort en Paille (exclu),48.2109,4.4992,41.4,0.0,faible/nulle,modere,0-1,189956.6,9,0.0
L'HUISNE DE LA CLOCHE (NC) A L'ERRE (NC),48.2754,0.8592,58.57,0.0,faible/nulle,modere,0-1,564950.8,9,0.0
LA VEUVRE DU RAU DE LA BARBOTAIS (NC) A LA VILAINE (NC),48.1798,-1.4867,18.29,0.0,faible/nulle,faible,0-0,7252.6,3,0.0
La Boderonne de sa source au confluent de la Barse (exclu),48.1898,4.363,8.13,0.0,faible/nulle,faible,0-0,0.0,5,0.0
L'Auvézère de sa source au confluent du Chastre (inclus),45.5194,1.4923,26.03,0.0,faible/nulle,faible,0-0,47232.2,2,0.0
L'Hozain du confluent du ru de Vérien (exclu) au confluent de la Mogne (exclu),48.1808,4.1508,63.48,0.0,faible/nulle,modere,0-1,782811.4,3,0.0
La Seine du confluent de l'Hozain (exclu) au confluent de la Vienne (exclu),48.2416,4.0376,65.97,0.0,faible/nulle,modere,0-1,914550.8,8,0.0
Le ruisseau de Meures de sa source au confluent de la Marne (exclu),48.1836,5.0838,18.16,0.0,faible/nulle,faible,0-0,6868.2,3,0.0
Le Douyge,45.437,1.8491,22.52,0.0,faible/nulle,faible,0-0,27775.8,1,0.0
L'Aube du confluent de l'Aujon (exclu) au confluent de la Bresse (exclu),48.2113,4.773,44.21,0.0,faible/nulle,modere,0-1,227074.6,7,0.0
La Moselle de la Suche à la Vologne.,48.0875,6.6212,60.64,0.0,faible/nulle,modere,0-1,638401.8,2,0.0
L'Isère du Chaussère à la Bourne,45.1527,5.3208,82.29,1.84,faible/nulle,fort,0-2,3385206.0,7,84.7
La Dhuy de sa source au confluent de l'Aujon (exclu),48.0625,4.9552,30.17,0.0,faible/nulle,faible,0-0,75325.6,1,0.0
La Corrèze du confluent de la Gimelle (Montane) au confluent du [toponyme inconnu] (inclus),45.2322,1.7336,49.44,0.0,faible/nulle,modere,0-1,327280.0,2,0.0
L'Aveyron du confluent de la Lère Morte au confluent de la Tauge,44.1085,1.4067,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
L'ILLE DE L'ILLET (NC) A LA VILAINE (NC),48.1552,-1.672,51.79,0.0,faible/nulle,modere,0-1,381463.6,3,0.0
LA VILAINE DE L'ILLE (NC) A LA FLUME (NC),48.1193,-1.724,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
La Saône du Ravin à la Gourgeonne,47.5925,5.8593,98.24,0.0,faible/nulle,fort,0-2,699839103.8,8,0.0
LE LIE DU RAU DE FRAMEUX (NC) AU J814500 (C),48.109,-2.6682,8.13,0.0,faible/nulle,faible,0-0,0.0,2,0.0
La Fecht du Krebsbach à la Weiss.,48.0777,7.2445,37.57,0.0,faible/nulle,modere,0-1,146871.6,7,0.0
Le Rhône de la Galaure au Doux,45.13,4.7858,99.84,0.0,faible/nulle,fort,0-2,23499885954.2,14,0.0
Le Fusain du confluent du Petit Fusain (exclu) au confluent du Loing (exclu),48.1132,2.6714,77.7,7.34,forte,fort,2-2,2145604.0,5,94.9
L'Yonne du confluent de l'Armance (exclu) au confluent du Beuvron (exclu),47.4552,3.5509,8.13,0.0,faible/nulle,faible,0-0,0.0,2,0.0
L'Ource du confluent du Landion (exclu) au confluent du ru de Noé (exclu),48.049,4.5661,55.36,0.0,faible/nulle,modere,0-1,468389.6,2,0.0
L'Aujon du confluent du ru du Val Mormand (exclu) au confluent de la Dhuy (exclu),48.0492,4.8945,19.78,0.0,faible/nulle,faible,0-0,14229.8,1,0.0
Le Madon de sa source au ruisseau des Etangs (la Craque) (inclus).,48.1259,6.1711,38.33,0.0,faible/nulle,modere,0-1,155415.2,3,0.0
Le Rognon du confluent du Seuillon (exclu) au confluent de la Sueurre (exclu),48.1707,5.3473,43.17,0.0,faible/nulle,modere,0-1,215266.2,6,0.0
La Reyssouze du Clairtant au Jugnon,46.2036,5.2639,49.14,0.0,faible/nulle,modere,0-1,319514.0,4,0.0
Le Loing du confluent du Lunain (exclu) au confluent de la Seine (exclu),48.2802,2.9786,82.44,8.38,forte,fort,2-2,3416684.6,17,96.0
Le Loing du confluent du Fusain (exclu) au confluent du Lunain (exclu),48.2528,2.6778,93.15,6.92,forte,fort,2-2,43473709.4,25,94.3
Le Rhône du ruisseau des Moulins inclus au Fouron,45.7778,5.4717,87.59,0.0,faible/nulle,fort,0-2,7145175.0,11,0.0
La Corrèze du confluent du [toponyme inconnu] au confluent du Brauze (inclus),45.2196,1.705,32.51,0.0,faible/nulle,faible,0-0,95445.2,1,0.0
Le Thus,44.2199,-0.1797,68.77,1.52,faible/nulle,fort,0-2,1118957.8,2,83.6
L'ODET DU JET (NC) AU STEIR (NC),48.0117,-4.0845,85.2,0.0,faible/nulle,fort,0-2,4735161.8,1,0.0
LA LOIRE DE L'AUTHION (NC) A LA MAINE (NC),47.4216,-0.5759,70.77,0.0,faible/nulle,fort,0-2,1276236.2,2,0.0
L'Aujon du confluent de la Dhuy (exclu) au confluent de la Renne (exclu),48.1163,4.9082,8.13,6.6,forte,faible,2-0,0.0,5,93.9
La Seine du confluent de la Sarce (exclu) au confluent de l'Hozain (exclu),48.1842,4.2167,98.42,0.0,faible/nulle,fort,0-2,870100650.4,6,0.0
LA VILAINE DE LA VEUVRE (NC) A L'ILLE (NC),48.1218,-1.6009,73.4,0.0,faible/nulle,fort,0-2,1517492.2,3,0.0
La Vézère du confluent de la Douime au confluent du Coly,45.1196,1.2309,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
LA VAUNOISE DU RAU DES MARES NOIRES (C) AU MEU (NC),48.1364,-1.8418,70.88,0.0,faible/nulle,fort,0-2,1282614.2,5,0.0
COTIERS DU GOYEN (NC) AU J410400 (NC),47.9964,-4.4674,58.65,0.0,faible/nulle,modere,0-1,567818.0,1,0.0
Le Maumont Blanc de sa source au confluent du Chauvignac (inclus),45.3006,1.629,44.63,0.0,faible/nulle,modere,0-1,235457.4,3,0.0
La Saône de sa source au ruisseau de l'étang de Belrupt inclus,48.1213,6.0668,49.99,0.0,faible/nulle,modere,0-1,339200.0,9,0.0
Le Coney de sa source au ruisseau des Auriers,48.1027,6.3685,59.01,0.0,faible/nulle,modere,0-1,579947.6,4,0.0
La Vanne de sa source au confluent de la Nosle (inclus),48.2419,3.8285,73.03,0.82,faible/nulle,fort,0-2,1482631.4,21,81.8
Le Lunain de sa source au confluent du Loing (exclu),48.2196,2.9393,71.59,1.79,faible/nulle,fort,0-2,1344390.0,17,84.6
LA LOIRE DU SORNIN (NC) A LA TEISSONNE (NC),46.1666,4.0987,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
L'Essonne du confluent de la Rimarde (exclu) au confluent de la Velvette (inclus),48.2391,2.4076,88.48,8.38,forte,fort,2-2,8372841.8,23,96.0
RAU DE COMPER & SES AFFLUENTS,48.0838,-2.1294,8.13,0.0,faible/nulle,faible,0-0,0.0,3,0.0
L'ODET DU STEIR (NC) A LA R DE L'ANSE DE SAINT CADOU (NC),47.9727,-4.1367,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
La Rimarde de sa source au confluent de l'Essonne (exclu),48.0892,2.3134,83.96,0.0,faible/nulle,fort,0-2,4080680.0,10,0.0
La Bourbre du ruisseau d'Enfer inclus au canal Mouturier inclus,45.5718,5.2921,86.64,14.17,forte,fort,2-2,6022823.2,8,98.7
Le Bouchot.,48.0236,6.8208,53.71,0.0,faible/nulle,modere,0-1,428201.2,3,0.0
La Garonne du confluent de la Tessonne au conflunet du Pantagnac (inclus),43.939,1.221,25.29,0.0,faible/nulle,faible,0-0,42816.4,1,0.0
Le Coney du ruisseau des Auriers au ruisseau Grandrupt,48.0677,6.2845,93.17,0.0,faible/nulle,fort,0-2,44315840.6,5,0.0
La Corrèze du confluent de la Corrèze de Pradines au confluent du Forgés (inclus),45.4241,1.9258,24.92,0.0,faible/nulle,faible,0-0,41303.2,1,0.0
La Vanne du confluent de l'Alain (exclu) au confluent de l'Yonne (exclu),48.1549,3.4866,91.24,0.0,faible/nulle,fort,0-2,18837612.6,15,0.0
L'Armançon du confluent du Créanton (exclu) au confluent de L'Yonne (exclu),48.0119,3.558,97.45,0.0,faible/nulle,fort,0-2,402828887.0,5,0.0
La Seine du confluent de l'Ource (exclu) au confluent de l'Arce (inclus),48.1136,4.5473,31.3,0.0,faible/nulle,faible,0-0,84718.2,10,0.0
La Maronne de sa source au confluent de l'Aspre (inclus),45.118,2.5649,28.41,0.0,faible/nulle,faible,0-0,62168.2,3,0.0
La Vanne du confluent de la Nosle (exclu) au confluent de l'Alain (inclus),48.2141,3.6205,89.43,0.0,faible/nulle,fort,0-2,10599324.0,17,0.0
La Seine du confluent de la Laignes (exclu) au confluent de l'Ource (exclu),48.0787,4.3614,45.18,0.0,faible/nulle,modere,0-1,242525.4,2,0.0
La Meuse du ruisseau du Grand-Etang au ruisseau des Noues (inclus).,48.054,5.5257,17.42,0.0,faible/nulle,faible,0-0,4075.0,6,0.0
Le Graviange,45.105,-0.282,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
LE MEU DE LA VAUNOISE (NC) A LA VILAINE (NC),48.0468,-1.8428,16.38,0.0,faible/nulle,faible,0-0,100.8,1,0.0
LE SCORFF DE LA R DE PONT-CALLECK (NC) AU RAU DE PONT ER BELLEC (C),47.9672,-3.2868,8.13,3.54,moderee,faible,1-0,0.0,1,89.1
LA VILAINE DE LA CANTACHE (NC) A LA VEUVRE (NC),48.0991,-1.3851,83.99,0.0,faible/nulle,fort,0-2,4091224.2,9,0.0
LA SARRE & SES AFFLUENTS,48.052,-3.1338,53.14,6.66,forte,modere,2-1,411885.2,5,94.0
LE SCORFF DE SA SOURCE A LA R DE PONT-CALLECK (NC),48.0565,-3.2404,26.84,0.0,faible/nulle,faible,0-0,51680.2,4,0.0
LA SEICHE DE L'YAIGNE (NC) A L'ISE (NC),48.036,-1.6135,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
La Bourbre du canal Mouturier au canal de Catelan,45.6056,5.1584,84.36,0.0,faible/nulle,fort,0-2,4281716.0,9,0.0
Le Rognon de sa source au confluent du Seuillon (inclus),48.0706,5.4248,54.76,0.0,faible/nulle,modere,0-1,454445.0,8,0.0
La Solane,45.3011,1.7573,49.22,0.0,faible/nulle,modere,0-1,321132.8,2,0.0
La Marne du confluent de la Suize (exclu) au confluent du ruisseau de Meures (exclu),48.145,5.1689,91.27,12.5,forte,fort,2-2,19211371.2,12,98.2
La Renne de sa source au confluent de l'Aujon (exclu),48.1345,4.9464,18.15,0.0,faible/nulle,faible,0-0,6807.4,7,0.0
Le Landion de sa source au confluent de l'Ource (exclu),48.0458,4.6516,19.76,0.0,faible/nulle,faible,0-0,14170.0,1,0.0
Le Loing du confluent de la Cléry (exclu) au confluent du Fusain (exclu),48.1342,2.8929,79.93,2.22,faible/nulle,fort,0-2,2615056.6,15,85.9
L'Isère du Salin au ruisseau du Carré inclus,45.3257,5.9628,90.94,0.0,faible/nulle,fort,0-2,17642310.8,6,0.0
LA VILAINE DU MEU (NC) A LA SEICHE (NC),48.0084,-1.798,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
Le Saulière du confluent du Millet au confluent de la Luzège,45.3952,2.0929,22.02,0.0,faible/nulle,faible,0-0,25155.2,2,0.0
LA CONIE DU RAU LA CONIE (NC) AU LOIR (NC),48.1073,1.4357,79.92,0.0,faible/nulle,fort,0-2,2610224.4,5,0.0
LA SARTHE DE L'ORNE (NC) A L'ANTONNIERE (NC),48.094,0.2007,61.09,0.0,faible/nulle,modere,0-1,656899.0,4,0.0
La Fecht de sa source au ruisseau dit ''la Fecht'' (inclus).,47.9912,7.0514,61.22,0.0,faible/nulle,modere,0-1,661667.8,3,0.0
La Semouse de sa source au bras d'Aillevillers-et-Lyaumont,47.9907,6.3952,92.66,0.0,faible/nulle,fort,0-2,35236526.4,3,0.0
La Saône de la Mause incluse au ruisseau de la Sâle,48.0657,5.9531,38.21,0.0,faible/nulle,modere,0-1,154465.4,9,0.0
Le Galinat,44.9352,0.5424,8.13,4.72,moderee,faible,1-0,0.0,2,91.3
La Gimelle (Montane) du confluent du [toponyme inconnu] au confluent de la Saint Bonnette,45.2691,1.7985,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
La Marne du confluent de la Traire (exclu) au confluent de la Suize (exclu),48.0743,5.2291,87.43,0.0,faible/nulle,fort,0-2,6951807.4,6,0.0
La Gimelle (Montane) du confluent du Rouget au confluent du [toponyme inconnu] (inclus),45.3042,1.8726,24.62,0.0,faible/nulle,faible,0-0,39013.0,2,0.0
L'Armance de sa source au confluent du Landion (exclu),48.0863,4.0469,33.16,0.0,faible/nulle,faible,0-0,100959.0,10,0.0
L'Adour du confluent du Saget au confluent du grand Lées,43.6994,-0.1728,80.01,1.64,faible/nulle,fort,0-2,2644731.8,6,83.9
